Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Trip Duration (sec),Avg All Trip Duration (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Trip Duration 0-10 min (percent),Trip Duration 10-20 min (percent),Trip Duration 20-30 min (percent),Trip Duration 30-40 min (percent),Trip Duration 40-50 min (percent),Trip Duration 50-60 min (percent),Trip Duration 60-70 min (percent),Trip Duration 70-80 min (percent),Trip Duration 80-90 min (percent),Trip Duration 90-100 min (percent),Trip Duration 100-110 min (percent),Trip Duration 110-120 min (percent),Trip Duration 120-130 min (percent),Trip Duration 130-140 min (percent),Trip Duration 140-150 min (percent),Trip Duration 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-5 mi (percent),Trip Length 5-10 mi (percent),Trip Length 10-20 mi (percent),Trip Length 20-30 mi (percent),Trip Length 30-40 mi (percent),Trip Length 40-50 mi (percent),Trip Length 50-60 mi (percent),Trip Length 60-70 mi (percent),Trip Length 70-80 mi (percent),Trip Length 80-90 mi (percent),Trip Length 90-100 mi (percent),Trip Length 100+ mi (percent),Trip Speed 0-10 mph (percent),Trip Speed 10-20 mph (percent),Trip Speed 20-30 mph (percent),Trip Speed 30-40 mph (percent),Trip Speed 40-50 mph (percent),Trip Speed 50-60 mph (percent),Trip Speed 60-70 mph (percent),Trip Speed 70-80 mph (percent),Trip Speed 80-90 mph (percent),Trip Speed 90+ mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
All Vehicles - StL All Vehicles Volume,Destination,49,EFFINGHAM,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),31948,2445,2470,24.6,24.2,22,22,2.115,0.139,0.279,0.190,0.111,0.071,0.045,0.029,0.021,0.016,0.012,0.012,0.009,0.008,0.007,0.006,0.045,0.092,0.143,0.252,0.168,0.129,0.049,0.035,0.019,0.013,0.009,0.008,0.008,0.007,0.068,0.313,0.263,0.160,0.102,0.063,0.055,0.038,0.006,0.000,0.000,0.808,0.103,0.030,0.016,0.009,0.034
All Vehicles - StL All Vehicles Volume,Destination,5,BOND,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),53322,2122,2155,19.1,18.9,23,22,2.011,0.150,0.273,0.191,0.120,0.079,0.053,0.036,0.024,0.016,0.011,0.008,0.005,0.004,0.003,0.002,0.025,0.110,0.146,0.189,0.160,0.164,0.077,0.045,0.031,0.022,0.011,0.008,0.004,0.003,0.030,0.297,0.225,0.178,0.140,0.090,0.048,0.020,0.002,0.000,0.000,0.844,0.077,0.026,0.014,0.009,0.030
All Vehicles - StL All Vehicles Volume,Destination,5,BOND,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),8627,1885,1913,15.5,15.5,22,22,1.902,0.155,0.287,0.196,0.125,0.080,0.049,0.033,0.022,0.013,0.008,0.006,0.004,0.003,0.002,0.002,0.015,0.111,0.153,0.198,0.164,0.167,0.077,0.047,0.023,0.021,0.008,0.007,0.003,0.002,0.019,0.306,0.227,0.174,0.137,0.093,0.045,0.016,0.002,0.000,0.000,0.851,0.078,0.025,0.013,0.009,0.024
All Vehicles - StL All Vehicles Volume,Destination,5,BOND,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),15673,2081,2124,18.5,18.4,21,21,2.142,0.165,0.280,0.188,0.112,0.072,0.049,0.035,0.022,0.016,0.011,0.008,0.006,0.004,0.003,0.002,0.027,0.123,0.161,0.204,0.153,0.150,0.068,0.037,0.029,0.019,0.010,0.007,0.004,0.003,0.032,0.330,0.231,0.169,0.126,0.079,0.042,0.021,0.002,0.000,0.000,0.832,0.080,0.029,0.015,0.009,0.035
All Vehicles - StL All Vehicles Volume,Destination,5,BOND,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),17370,2095,2130,18.1,18.0,23,22,1.979,0.142,0.266,0.191,0.124,0.084,0.055,0.038,0.026,0.018,0.012,0.009,0.006,0.004,0.003,0.002,0.020,0.102,0.145,0.182,0.162,0.171,0.081,0.050,0.034,0.023,0.012,0.008,0.004,0.003,0.023,0.288,0.225,0.183,0.147,0.095,0.045,0.016,0.001,0.000,0.000,0.846,0.078,0.025,0.013,0.009,0.029
All Vehicles - StL All Vehicles Volume,Destination,5,BOND,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),53642,2074,2109,18.3,18.2,22,22,2.012,0.157,0.277,0.190,0.119,0.079,0.051,0.035,0.023,0.015,0.010,0.007,0.005,0.004,0.003,0.002,0.023,0.115,0.154,0.194,0.157,0.159,0.076,0.045,0.029,0.021,0.010,0.007,0.004,0.002,0.027,0.309,0.227,0.176,0.135,0.087,0.046,0.018,0.002,0.000,0.000,0.840,0.079,0.027,0.014,0.009,0.031
All Vehicles - StL All Vehicles Volume,Destination,5,BOND,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),9786,1856,1886,15.0,14.9,22,22,1.905,0.155,0.286,0.198,0.127,0.082,0.048,0.034,0.021,0.012,0.008,0.006,0.004,0.003,0.002,0.001,0.013,0.108,0.155,0.201,0.164,0.166,0.079,0.050,0.022,0.021,0.007,0.006,0.003,0.002,0.016,0.306,0.230,0.175,0.137,0.093,0.044,0.014,0.001,0.000,0.000,0.844,0.082,0.026,0.013,0.009,0.026
All Vehicles - StL All Vehicles Volume,Destination,5,BOND,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),14501,2038,2093,17.8,17.7,20,20,2.218,0.179,0.286,0.183,0.108,0.069,0.046,0.034,0.021,0.014,0.011,0.008,0.005,0.004,0.003,0.002,0.027,0.138,0.174,0.208,0.144,0.139,0.065,0.035,0.026,0.017,0.009,0.007,0.004,0.002,0.032,0.359,0.234,0.162,0.115,0.071,0.039,0.018,0.002,0.000,0.000,0.821,0.083,0.031,0.016,0.010,0.039
All Vehicles - StL All Vehicles Volume,Destination,5,BOND,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),18394,2036,2070,17.2,17.1,22,22,1.963,0.147,0.271,0.190,0.123,0.082,0.054,0.037,0.026,0.017,0.012,0.008,0.006,0.004,0.003,0.002,0.018,0.106,0.152,0.185,0.159,0.167,0.079,0.050,0.034,0.023,0.011,0.008,0.004,0.002,0.020,0.296,0.227,0.184,0.143,0.093,0.042,0.014,0.001,0.000,0.000,0.842,0.080,0.026,0.014,0.009,0.029
All Vehicles - StL All Vehicles Volume,Destination,5,BOND,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),49491,2229,2256,21.1,20.9,24,24,1.972,0.138,0.263,0.194,0.121,0.080,0.055,0.040,0.026,0.018,0.012,0.009,0.006,0.004,0.003,0.003,0.028,0.099,0.128,0.180,0.170,0.177,0.079,0.046,0.033,0.023,0.013,0.009,0.005,0.003,0.035,0.266,0.221,0.184,0.150,0.096,0.054,0.026,0.003,0.000,0.000,0.856,0.072,0.024,0.012,0.008,0.028
All Vehicles - StL All Vehicles Volume,Destination,5,BOND,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),5684,2004,2022,18.0,17.9,23,23,1.806,0.161,0.285,0.190,0.112,0.073,0.052,0.034,0.025,0.016,0.011,0.008,0.004,0.004,0.003,0.002,0.020,0.112,0.141,0.196,0.164,0.169,0.071,0.038,0.029,0.023,0.010,0.011,0.005,0.003,0.028,0.289,0.220,0.181,0.138,0.096,0.050,0.023,0.003,0.000,0.000,0.873,0.064,0.024,0.013,0.007,0.019
All Vehicles - StL All Vehicles Volume,Destination,5,BOND,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),17850,2172,2199,20.1,19.9,23,23,1.984,0.140,0.270,0.197,0.119,0.077,0.053,0.039,0.024,0.018,0.012,0.008,0.006,0.004,0.003,0.003,0.027,0.097,0.135,0.190,0.169,0.173,0.075,0.041,0.035,0.021,0.012,0.009,0.005,0.003,0.035,0.275,0.224,0.184,0.147,0.093,0.048,0.026,0.003,0.000,0.000,0.854,0.075,0.025,0.011,0.007,0.028
All Vehicles - StL All Vehicles Volume,Destination,5,BOND,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),14136,2232,2263,20.6,20.4,24,24,1.980,0.133,0.255,0.189,0.125,0.087,0.058,0.042,0.027,0.019,0.013,0.010,0.005,0.004,0.004,0.003,0.026,0.096,0.125,0.170,0.173,0.179,0.085,0.053,0.033,0.022,0.014,0.010,0.005,0.003,0.032,0.264,0.224,0.180,0.154,0.099,0.054,0.022,0.003,0.000,0.000,0.855,0.074,0.023,0.012,0.008,0.028
All Vehicles - StL All Vehicles Volume,Destination,51,FAYETTE,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),64144,2099,2144,18.8,18.7,22,22,2.203,0.155,0.276,0.191,0.120,0.075,0.047,0.032,0.022,0.017,0.012,0.009,0.006,0.005,0.004,0.003,0.026,0.096,0.159,0.225,0.155,0.151,0.074,0.044,0.017,0.013,0.012,0.010,0.007,0.004,0.033,0.314,0.239,0.167,0.126,0.081,0.047,0.023,0.003,0.000,0.000,0.806,0.092,0.033,0.019,0.011,0.039
All Vehicles - StL All Vehicles Volume,Destination,51,FAYETTE,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),10075,1845,1874,14.9,14.8,22,21,2.101,0.153,0.296,0.205,0.122,0.073,0.043,0.030,0.020,0.015,0.010,0.006,0.005,0.004,0.002,0.002,0.014,0.098,0.164,0.213,0.171,0.163,0.072,0.046,0.018,0.011,0.009,0.007,0.005,0.003,0.020,0.309,0.242,0.172,0.130,0.084,0.043,0.017,0.003,0.000,0.000,0.798,0.102,0.036,0.019,0.011,0.034
All Vehicles - StL All Vehicles Volume,Destination,51,FAYETTE,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),20035,2069,2125,18.4,18.2,21,21,2.281,0.164,0.281,0.188,0.117,0.072,0.046,0.030,0.021,0.015,0.012,0.009,0.006,0.005,0.004,0.003,0.027,0.101,0.173,0.239,0.144,0.139,0.067,0.040,0.015,0.013,0.012,0.009,0.008,0.005,0.035,0.342,0.243,0.157,0.115,0.072,0.044,0.024,0.003,0.000,0.000,0.798,0.095,0.033,0.020,0.012,0.042
All Vehicles - StL All Vehicles Volume,Destination,51,FAYETTE,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),20856,2046,2092,17.6,17.5,22,22,2.184,0.150,0.271,0.194,0.123,0.077,0.050,0.034,0.024,0.018,0.013,0.009,0.006,0.005,0.003,0.003,0.020,0.094,0.155,0.221,0.156,0.156,0.076,0.047,0.018,0.015,0.014,0.010,0.007,0.005,0.026,0.311,0.241,0.170,0.129,0.085,0.044,0.018,0.002,0.000,0.000,0.807,0.093,0.033,0.018,0.011,0.038
All Vehicles - StL All Vehicles Volume,Destination,51,FAYETTE,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),63500,2067,2113,18.3,18.1,22,21,2.195,0.159,0.281,0.192,0.120,0.074,0.047,0.031,0.021,0.016,0.011,0.008,0.006,0.004,0.003,0.002,0.025,0.097,0.167,0.223,0.155,0.147,0.073,0.046,0.017,0.013,0.011,0.009,0.007,0.004,0.031,0.319,0.242,0.165,0.125,0.081,0.046,0.020,0.002,0.000,0.000,0.802,0.094,0.034,0.020,0.012,0.038
All Vehicles - StL All Vehicles Volume,Destination,51,FAYETTE,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),11268,1836,1863,14.4,14.3,22,21,2.096,0.151,0.292,0.207,0.128,0.075,0.043,0.030,0.019,0.015,0.010,0.006,0.005,0.003,0.002,0.002,0.012,0.094,0.168,0.210,0.170,0.167,0.075,0.048,0.018,0.011,0.008,0.006,0.005,0.003,0.017,0.307,0.244,0.173,0.133,0.085,0.041,0.014,0.003,0.000,0.000,0.794,0.105,0.037,0.020,0.011,0.033
All Vehicles - StL All Vehicles Volume,Destination,51,FAYETTE,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),18273,2046,2111,17.9,17.8,20,20,2.325,0.170,0.282,0.186,0.114,0.070,0.046,0.029,0.021,0.015,0.012,0.009,0.006,0.005,0.004,0.003,0.028,0.105,0.185,0.245,0.138,0.130,0.065,0.039,0.014,0.013,0.011,0.009,0.008,0.004,0.034,0.357,0.245,0.151,0.110,0.069,0.043,0.022,0.003,0.000,0.000,0.790,0.097,0.034,0.022,0.013,0.044
All Vehicles - StL All Vehicles Volume,Destination,51,FAYETTE,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),21836,1995,2044,16.7,16.7,22,21,2.162,0.154,0.275,0.194,0.124,0.077,0.050,0.033,0.023,0.017,0.012,0.009,0.005,0.004,0.003,0.002,0.018,0.095,0.160,0.220,0.160,0.152,0.076,0.049,0.018,0.015,0.013,0.010,0.006,0.004,0.022,0.312,0.244,0.169,0.129,0.086,0.042,0.016,0.002,0.000,0.000,0.802,0.095,0.035,0.019,0.012,0.037
All Vehicles - StL All Vehicles Volume,Destination,51,FAYETTE,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),60757,2141,2179,19.8,19.6,23,22,2.185,0.152,0.272,0.191,0.119,0.075,0.048,0.033,0.022,0.018,0.013,0.010,0.007,0.005,0.004,0.004,0.027,0.095,0.146,0.221,0.158,0.158,0.074,0.042,0.017,0.014,0.014,0.011,0.008,0.005,0.037,0.299,0.236,0.174,0.130,0.081,0.049,0.027,0.004,0.000,0.000,0.816,0.087,0.031,0.017,0.010,0.039
All Vehicles - StL All Vehicles Volume,Destination,51,FAYETTE,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),6897,1873,1900,16.5,16.4,22,22,2.034,0.166,0.316,0.195,0.104,0.064,0.039,0.030,0.021,0.014,0.010,0.007,0.006,0.005,0.003,0.002,0.018,0.113,0.158,0.225,0.171,0.146,0.057,0.039,0.016,0.011,0.015,0.009,0.006,0.004,0.030,0.324,0.231,0.164,0.118,0.082,0.048,0.026,0.007,0.000,0.000,0.825,0.087,0.030,0.015,0.010,0.033
All Vehicles - StL All Vehicles Volume,Destination,51,FAYETTE,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),22939,2081,2120,18.8,18.6,22,22,2.131,0.157,0.273,0.193,0.123,0.075,0.046,0.031,0.021,0.017,0.012,0.009,0.006,0.005,0.004,0.003,0.025,0.090,0.152,0.233,0.157,0.156,0.071,0.040,0.016,0.013,0.013,0.009,0.009,0.005,0.036,0.306,0.239,0.173,0.127,0.078,0.047,0.026,0.004,0.000,0.000,0.815,0.088,0.031,0.018,0.010,0.038
All Vehicles - StL All Vehicles Volume,Destination,51,FAYETTE,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),17261,2131,2169,19.1,19.0,22,22,2.239,0.146,0.268,0.193,0.121,0.077,0.050,0.034,0.025,0.019,0.013,0.010,0.007,0.006,0.004,0.004,0.023,0.095,0.145,0.217,0.153,0.165,0.076,0.043,0.017,0.017,0.014,0.012,0.008,0.005,0.033,0.298,0.236,0.175,0.131,0.084,0.048,0.024,0.004,0.000,0.000,0.818,0.087,0.030,0.016,0.010,0.039
All Vehicles - StL All Vehicles Volume,Destination,53,FORD,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),59086,1713,1777,12.1,12.2,19,19,2.139,0.193,0.285,0.179,0.114,0.078,0.050,0.031,0.019,0.013,0.009,0.006,0.005,0.004,0.003,0.002,0.009,0.188,0.221,0.150,0.099,0.139,0.084,0.057,0.022,0.011,0.007,0.005,0.004,0.003,0.010,0.432,0.187,0.130,0.125,0.087,0.031,0.007,0.001,0.000,0.000,0.825,0.079,0.032,0.018,0.011,0.035
All Vehicles - StL All Vehicles Volume,Destination,53,FORD,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),10288,1575,1624,10.5,10.5,19,19,2.071,0.193,0.301,0.193,0.121,0.073,0.040,0.025,0.016,0.010,0.007,0.005,0.004,0.003,0.002,0.002,0.005,0.181,0.222,0.157,0.119,0.150,0.080,0.045,0.016,0.010,0.005,0.004,0.003,0.002,0.006,0.424,0.197,0.136,0.121,0.085,0.031,0.005,0.001,0.000,0.000,0.830,0.078,0.033,0.017,0.010,0.032
All Vehicles - StL All Vehicles Volume,Destination,53,FORD,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),17827,1650,1738,11.2,11.5,17,17,2.197,0.206,0.299,0.178,0.106,0.071,0.046,0.027,0.017,0.012,0.008,0.006,0.005,0.004,0.003,0.002,0.010,0.209,0.239,0.154,0.094,0.129,0.073,0.044,0.019,0.009,0.006,0.005,0.004,0.003,0.012,0.470,0.188,0.121,0.111,0.076,0.026,0.007,0.001,0.000,0.000,0.812,0.085,0.035,0.019,0.012,0.037
All Vehicles - StL All Vehicles Volume,Destination,53,FORD,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),19229,1780,1837,12.8,12.8,19,19,2.127,0.184,0.273,0.177,0.117,0.083,0.056,0.036,0.022,0.015,0.010,0.007,0.005,0.003,0.002,0.002,0.008,0.180,0.213,0.146,0.094,0.142,0.088,0.071,0.027,0.012,0.007,0.005,0.004,0.002,0.009,0.418,0.182,0.135,0.134,0.091,0.032,0.007,0.001,0.000,0.000,0.826,0.078,0.032,0.018,0.011,0.035
All Vehicles - StL All Vehicles Volume,Destination,53,FORD,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),61977,1667,1740,11.4,11.5,18,18,2.166,0.197,0.290,0.179,0.113,0.077,0.049,0.030,0.018,0.012,0.009,0.006,0.005,0.003,0.002,0.002,0.008,0.190,0.230,0.154,0.098,0.136,0.081,0.056,0.021,0.010,0.006,0.005,0.003,0.002,0.008,0.442,0.190,0.129,0.121,0.083,0.028,0.006,0.001,0.000,0.000,0.821,0.079,0.034,0.018,0.011,0.037
All Vehicles - StL All Vehicles Volume,Destination,53,FORD,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),11836,1602,1653,10.6,10.7,19,19,2.058,0.189,0.299,0.192,0.124,0.077,0.041,0.025,0.015,0.010,0.007,0.005,0.004,0.003,0.002,0.002,0.005,0.173,0.225,0.157,0.119,0.149,0.085,0.047,0.016,0.009,0.005,0.004,0.003,0.002,0.006,0.419,0.198,0.136,0.122,0.088,0.031,0.005,0.001,0.000,0.000,0.828,0.078,0.035,0.017,0.011,0.031
All Vehicles - StL All Vehicles Volume,Destination,53,FORD,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),17295,1605,1716,10.5,10.9,17,17,2.255,0.212,0.305,0.175,0.101,0.068,0.045,0.027,0.017,0.011,0.009,0.006,0.005,0.004,0.003,0.002,0.010,0.214,0.245,0.159,0.090,0.123,0.071,0.043,0.018,0.009,0.006,0.005,0.004,0.003,0.010,0.481,0.191,0.120,0.107,0.071,0.023,0.006,0.001,0.000,0.000,0.809,0.084,0.035,0.021,0.012,0.039
All Vehicles - StL All Vehicles Volume,Destination,53,FORD,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),21298,1733,1798,12.0,12.1,19,19,2.186,0.188,0.276,0.178,0.115,0.082,0.057,0.035,0.021,0.014,0.009,0.006,0.005,0.003,0.002,0.002,0.007,0.184,0.221,0.151,0.092,0.138,0.083,0.072,0.027,0.011,0.005,0.004,0.003,0.002,0.007,0.429,0.184,0.134,0.131,0.086,0.029,0.006,0.001,0.000,0.000,0.820,0.079,0.033,0.019,0.011,0.038
All Vehicles - StL All Vehicles Volume,Destination,53,FORD,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),49282,1814,1850,13.9,13.9,20,20,2.036,0.186,0.276,0.179,0.116,0.081,0.051,0.034,0.021,0.015,0.009,0.007,0.006,0.004,0.003,0.002,0.010,0.189,0.202,0.135,0.102,0.148,0.091,0.059,0.025,0.013,0.008,0.005,0.004,0.003,0.016,0.405,0.177,0.136,0.133,0.098,0.039,0.010,0.002,0.000,0.000,0.843,0.075,0.029,0.015,0.009,0.029
All Vehicles - StL All Vehicles Volume,Destination,53,FORD,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),6198,1497,1535,10.2,10.2,19,19,2.050,0.210,0.319,0.194,0.102,0.062,0.040,0.024,0.017,0.012,0.006,0.004,0.002,0.002,0.002,0.001,0.003,0.213,0.211,0.147,0.122,0.154,0.064,0.035,0.018,0.015,0.006,0.003,0.004,0.001,0.007,0.429,0.188,0.140,0.121,0.079,0.034,0.008,0.001,0.000,0.000,0.842,0.077,0.026,0.017,0.008,0.030
All Vehicles - StL All Vehicles Volume,Destination,53,FORD,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),18471,1714,1758,12.4,12.4,19,18,2.045,0.196,0.287,0.185,0.115,0.075,0.046,0.029,0.018,0.013,0.007,0.006,0.005,0.004,0.003,0.002,0.009,0.203,0.222,0.142,0.102,0.143,0.078,0.046,0.021,0.010,0.007,0.005,0.004,0.003,0.014,0.446,0.181,0.127,0.117,0.086,0.032,0.009,0.002,0.000,0.000,0.827,0.085,0.032,0.016,0.011,0.029
All Vehicles - StL All Vehicles Volume,Destination,53,FORD,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),13935,1914,1941,15.2,15.1,21,21,1.956,0.175,0.260,0.174,0.122,0.090,0.054,0.040,0.024,0.016,0.010,0.008,0.006,0.004,0.004,0.003,0.010,0.173,0.191,0.131,0.097,0.151,0.106,0.071,0.028,0.014,0.009,0.005,0.005,0.003,0.016,0.375,0.174,0.143,0.144,0.107,0.044,0.011,0.002,0.000,0.000,0.852,0.070,0.028,0.015,0.008,0.027
All Vehicles - StL All Vehicles Volume,Destination,55,FRANKLIN,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),125698,1823,1887,12.7,12.9,19,19,2.178,0.150,0.279,0.206,0.131,0.082,0.049,0.030,0.019,0.013,0.009,0.006,0.005,0.004,0.003,0.002,0.012,0.102,0.161,0.218,0.178,0.179,0.082,0.033,0.012,0.006,0.004,0.003,0.003,0.003,0.016,0.326,0.269,0.196,0.125,0.052,0.020,0.010,0.002,0.000,0.000,0.812,0.092,0.032,0.017,0.010,0.037
All Vehicles - StL All Vehicles Volume,Destination,55,FRANKLIN,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),17954,1661,1700,10.9,11.0,19,19,2.046,0.163,0.304,0.214,0.126,0.073,0.041,0.024,0.014,0.010,0.007,0.005,0.004,0.003,0.002,0.002,0.008,0.106,0.171,0.234,0.187,0.170,0.066,0.027,0.011,0.006,0.003,0.003,0.003,0.002,0.011,0.331,0.279,0.186,0.120,0.053,0.020,0.009,0.002,0.000,0.000,0.824,0.088,0.030,0.017,0.010,0.031
All Vehicles - StL All Vehicles Volume,Destination,55,FRANKLIN,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),37976,1796,1862,12.3,12.4,18,18,2.188,0.158,0.287,0.205,0.126,0.078,0.046,0.028,0.018,0.012,0.009,0.006,0.005,0.004,0.003,0.002,0.013,0.111,0.177,0.223,0.173,0.172,0.070,0.027,0.011,0.006,0.004,0.003,0.003,0.003,0.017,0.352,0.269,0.187,0.114,0.046,0.019,0.011,0.002,0.000,0.000,0.809,0.095,0.033,0.017,0.010,0.036
All Vehicles - StL All Vehicles Volume,Destination,55,FRANKLIN,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),41764,1851,1917,12.8,12.9,20,19,2.161,0.142,0.269,0.204,0.136,0.087,0.054,0.033,0.021,0.014,0.009,0.006,0.005,0.004,0.003,0.002,0.011,0.096,0.154,0.213,0.177,0.183,0.093,0.037,0.013,0.007,0.004,0.004,0.003,0.003,0.013,0.313,0.268,0.202,0.133,0.055,0.020,0.008,0.001,0.000,0.000,0.812,0.093,0.032,0.016,0.011,0.036
All Vehicles - StL All Vehicles Volume,Destination,55,FRANKLIN,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),124691,1776,1841,12.1,12.2,19,19,2.175,0.155,0.285,0.206,0.130,0.081,0.048,0.029,0.018,0.012,0.008,0.006,0.004,0.003,0.002,0.002,0.011,0.105,0.168,0.217,0.175,0.177,0.082,0.033,0.012,0.006,0.004,0.003,0.003,0.002,0.013,0.330,0.271,0.195,0.124,0.051,0.019,0.009,0.001,0.000,0.000,0.813,0.090,0.032,0.017,0.011,0.037
All Vehicles - StL All Vehicles Volume,Destination,55,FRANKLIN,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),20297,1639,1681,10.4,10.5,19,19,2.066,0.161,0.306,0.215,0.128,0.074,0.041,0.024,0.014,0.010,0.007,0.005,0.003,0.002,0.002,0.002,0.006,0.105,0.172,0.231,0.187,0.172,0.069,0.028,0.011,0.006,0.003,0.002,0.003,0.002,0.009,0.330,0.282,0.188,0.121,0.052,0.019,0.007,0.001,0.000,0.000,0.824,0.087,0.030,0.017,0.010,0.032
All Vehicles - StL All Vehicles Volume,Destination,55,FRANKLIN,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),34859,1752,1826,11.6,11.8,18,18,2.237,0.166,0.292,0.203,0.124,0.076,0.045,0.027,0.017,0.011,0.008,0.006,0.004,0.003,0.003,0.002,0.013,0.118,0.191,0.220,0.165,0.168,0.068,0.027,0.010,0.005,0.004,0.003,0.003,0.002,0.016,0.370,0.269,0.181,0.109,0.043,0.017,0.010,0.001,0.000,0.000,0.804,0.094,0.034,0.018,0.011,0.039
All Vehicles - StL All Vehicles Volume,Destination,55,FRANKLIN,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),43881,1812,1879,12.2,12.4,19,19,2.158,0.147,0.273,0.203,0.135,0.088,0.053,0.033,0.020,0.013,0.008,0.006,0.004,0.003,0.003,0.002,0.009,0.097,0.158,0.216,0.173,0.181,0.095,0.038,0.012,0.007,0.004,0.003,0.003,0.002,0.011,0.316,0.269,0.202,0.133,0.054,0.018,0.007,0.001,0.000,0.000,0.812,0.092,0.032,0.017,0.011,0.036
All Vehicles - StL All Vehicles Volume,Destination,55,FRANKLIN,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),120318,1898,1958,14.0,14.1,20,20,2.164,0.142,0.275,0.207,0.132,0.082,0.050,0.031,0.020,0.014,0.010,0.007,0.006,0.004,0.003,0.003,0.014,0.096,0.146,0.214,0.187,0.186,0.081,0.032,0.013,0.007,0.005,0.004,0.005,0.004,0.020,0.308,0.266,0.201,0.130,0.056,0.023,0.014,0.002,0.000,0.000,0.816,0.092,0.031,0.016,0.010,0.035
All Vehicles - StL All Vehicles Volume,Destination,55,FRANKLIN,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),12016,1724,1755,12.6,12.6,20,20,1.930,0.168,0.312,0.210,0.115,0.066,0.040,0.025,0.014,0.010,0.009,0.006,0.005,0.004,0.003,0.002,0.011,0.111,0.166,0.235,0.185,0.166,0.058,0.023,0.013,0.007,0.006,0.005,0.004,0.003,0.018,0.332,0.266,0.176,0.124,0.059,0.025,0.015,0.003,0.000,0.000,0.839,0.085,0.027,0.015,0.008,0.026
